8,5,85,5.1,5.5,24.9,16.8,0,3.2,12,2
2,2,96,0,49,21.8,15.4,0,2.1,5,12
12,2,95,0,32,22.9,18.8,0,3.8,11,1
1,2,94,0,1,21.4,17.6,0,2.1,7,1
1,2,96,0,6,20.2,17,0,2,5,1
1,1,92,0,0,23.4,17.7,0,1.9,13,1
1,1,79,9.1,0,29.8,18.3,0,2.8,13,0
0,0,85,4.4,0,27.3,19,0,2.2,5,1
1,1,87,5.1,0,28.1,20.4,0,2,6,0
0,0,84,6.4,0,25.7,19.6,0,4.2,5,1
1,9,88,0,0,21.9,18.5,0,4.6,5,1
1,1,87,2.3,0,26.4,18.3,0,4.5,5,1
1,2,89,0,1.5,23.1,17.9,0,4.2,5,8
8,1,82,4,0,27,19.5,0,2.1,8,0
0,1,79,12.4,0,30.6,19.7,0,3.6,4,1
1,2,86,2.1,2,27.2,20.2,0,5.5,4,12
12,1,87,0.3,9,23.7,19.5,0,4.2,5,8
8,1,79,3.5,0,24.9,18.4,0,5.4,5,2
2,2,92,0,3.5,20.3,18.2,0,7.1,5,2
2,1,92,0,7.5,19.2,18.2,0,7.2,5,2
2,1,91,0,14,21.6,18.1,0,1.9,12,8
8,1,85,1.4,0,25.1,17.3,0,2.1,14,1
1,1,86,1.8,2,28,18.6,0,3.1,4,12
12,1,91,0.7,9.5,23.7,19.5,0,1.8,5,0
0,0,85,10.8,0,26.5,19.6,0,2.3,7,2
2,2,89,0,1,24.2,20,0,2.7,4,2
2,1,88,0,1.5,23.1,20.1,0,1.9,13,9
9,0,82,1.6,0,24.6,18.3,0,2.7,13,0
0,0,82,8.3,0,26.2,17.5,0,1.7,7,0
0,0,80,10.5,0,27.3,20.7,0,1.8,8,8
8,0,87,6.9,0,26.8,21.4,0,1.8,7,0
0,5,80,12.3,0,28.7,19.9,0,1.9,7,0
0,1,80,12.2,0,29,19.6,0,1.7,7,0
0,0,81,13.5,0,29.2,20.8,0,2.2,7,1
1,2,79,3.2,0,30.7,21.5,0,4,13,2
2,2,96,0,67,25.1,20.9,0,3.2,5,1
1,1,82,9.5,7,29.3,21.8,0,4.4,12,1
1,1,89,0,13,23.8,19.6,0,4.3,5,8
8,1,79,1.3,0,24.6,19.1,0,4.3,4,1
1,0,78,3.2,0,24.1,19,0,4.8,4,1
1,1,78,2.9,0,24.6,19,0,4.5,4,1
1,1,86,2.6,6.5,27.2,20.7,0,3.4,4,1
1,2,90,1.6,104.5,30,21.5,0,4.4,10,2
2,2,93,0,10,26,22.1,0,2.5,10,2
2,2,96,0,20.5,22.5,21.1,0,1.7,6,9
9,2,93,0.2,66,25.7,21.3,0,1.9,4,8
8,0,88,6.8,15.5,28.6,21.6,0,2,7,1
1,1,77,10.4,0,29,20.6,0,2.4,1,8
8,1,75,7.1,0.5,28.1,19.8,0,2.6,1,1
1,2,84,1.5,10,26.2,19.5,0,2.6,5,2
2,0,89,0.4,53.5,27.3,21.7,0,5.5,10,0
0,0,72,12.5,0,28.6,19.7,0,3.1,13,2
2,16,85,0,25,22.5,17.7,0,3.9,4,0
0,1,74,11.8,0,28.3,16.1,0,3.9,13,12
12,0,89,0.6,10,25.7,20.6,0,2.3,12,0
0,0,73,13.1,0,28.6,15.3,0,2.4,1,0
0,1,71,8.2,0,29,16.6,0,3.8,4,1
1,0,80,0.6,2.5,28.1,17.9,0,3.5,12,0
0,5,68,12.8,0,26.8,16.5,0,4.1,12,0
0,1,73,10.2,0,25.8,14,0,2.7,7,8
8,0,78,3.7,0,25.5,18.3,0,1.6,1,1
1,2,85,0,1,25.2,19.6,0,3.4,5,1
1,1,74,3.7,0,24,16,0,3.2,11,0
0,1,72,5.8,0,25,14.2,0,2.2,4,1
1,2,82,0.4,4,24.8,19.1,0,1.9,2,2
2,1,95,0,65,23.1,17.8,0,2.9,4,8
8,8,82,3.6,0,27.4,19.2,0,2.5,12,1
1,8,71,5.9,0,24.1,14.7,0,3.4,13,1
1,1,76,1.7,0,22.6,13.7,0,1.8,1,0
0,0,78,10.3,0,27.1,16.3,0,3.5,5,1
1,0,84,0.4,0,24.4,19.8,0,4.5,4,0
0,1,82,8.4,0.5,27.7,20,0,6,5,0
0,0,62,11.8,0,27.1,18.6,0,4.4,12,5
5,8,69,9.1,0,24.9,13.8,0,1.9,0,0
0,0,70,12.1,0,26.9,14.8,0,1.7,15,0
0,0,69,12.2,0,26.7,15.5,0,3.3,4,0
0,0,76,7.2,0,24.7,18.1,0,4.7,5,8
8,9,80,6.9,0,26.9,19.8,0,4.3,5,8
8,0,76,8,0,28,18.2,0,2.8,14,0
0,8,66,11.6,0,23,14.6,0,4.2,14,1
1,1,76,8,0,23.3,13,0,1.7,1,1
1,1,76,0.1,0,23.8,16.5,0,3.3,4,0
0,1,79,7.4,0,27.7,19.3,0,1.7,14,2
2,12,91,0,15,25.4,19.8,0,1.5,1,9
9,2,90,0,4.5,24.8,16.7,0,2.3,14,8
8,0,68,6.9,38,19,9.1,0,5.3,14,1
1,0,69,7.8,0,20.1,8.5,0,2.4,1,0
0,1,73,10.1,0,22.6,8.7,0,5.4,5,12
12,1,94,0,37.5,22.3,18.9,0,2.7,5,12
12,8,79,3.7,5,23,16,0,3.8,13,0
0,1,70,10.3,0,23.7,13.3,0,2.7,13,0
0,0,73,9.6,0,24.3,13.7,0,2.6,1,1
1,1,71,9.4,0,24.1,11.6,0,2.1,1,8
8,0,76,6.2,0,24,14.7,0,2.1,5,5
5,1,79,4.9,0,24,14.2,0,3.1,13,0
0,5,82,8.4,0,24.8,15.6,0,2.4,1,0
0,0,79,10.8,0,25.8,15.6,0,2.1,11,0
0,0,82,9.6,0,24.2,14.9,0,3.4,5,1
1,2,81,1,0,22.9,17.5,0,3.5,5,2
2,8,89,0,65,22.1,12.1,0,4.9,14,8
8,5,70,4,0,13.4,5.9,0,3.2,13,0
0,0,63,7,0,15.3,5.1,0,2.6,15,9
9,12,72,0.2,0.5,14.6,4.8,0,2.1,2,1
1,5,63,8.7,0,17.4,8.2,0,2.9,14,5
5,1,72,4.5,0,17.9,6.9,0,4.1,4,2
2,12,94,0,51.5,18.3,14.5,0,5.9,5,2
2,8,75,4.9,10.5,18.9,13.5,0,5,12,0
0,0,64,10.1,0,18,7,0,3.8,13,0
0,0,74,10.5,0,17.8,5.5,0,2,2,0
0,1,78,8.2,0,19.9,9.2,0,2.9,2,8
8,0,79,5.2,0,21.8,13,0,3.5,5,0
0,1,82,5.5,0,20.6,12,0,2.3,4,1
1,0,77,3.9,4,20.3,6,0,3.3,13,0
0,1,63,5.6,0,13.2,4.9,0,3.9,13,0
0,0,70,9.6,0,14.6,3.7,0,3.6,13,1
1,0,70,5.8,0,16.7,5.3,0,4,12,0
0,1,77,4.7,0,20,10.3,0,2.5,11,0
0,0,72,9.6,0,21.1,11.6,0,3.3,12,1
1,0,65,1.3,0,14.2,4.7,0,3.8,13,0
0,0,72,9.2,0,12.6,2.9,0,3.8,14,0
0,0,60,10.4,0,13.9,2,0,2,0,0
0,0,69,7.2,0,15,3.4,0,2.3,15,0
0,5,72,5.8,0,15.4,3.7,0,2.1,0,0
0,16,78,7,1.5,17.6,7.8,0,2.2,7,6
6,1,81,6.5,1,14,6.9,0,3.4,13,0
0,0,76,8.5,0,17.1,6.8,0,3.4,14,0
0,0,76,9.7,0,15.5,5.2,0,2.6,5,1
1,12,72,4.3,0.5,17.2,10.7,0,3.2,5,0
0,5,72,9,3.5,14.8,6.3,0,2.8,13,2
2,10,81,0,9,9.4,5.5,0,2.5,14,0
0,5,63,6.8,0,10,0.9,0,4.2,13,16
16,16,69,5,0.5,10,0.1,0,3.4,13,0
0,5,71,8.2,0,13,1.3,0,2.7,13,0
0,1,73,8,0,12.3,0.9,0,1.9,11,12
12,1,85,2.3,3,11.8,2.6,0,2.1,15,0
0,5,71,7.4,0,13.4,3.3,0,3,13,5
5,0,58,6.7,0,16.5,2.9,0,4.8,13,0
0,0,65,9.7,0,12.1,0.4,0,2.1,1,1
1,0,76,6.8,0,16,2.4,0,2.4,1,1
1,1,79,0,12,18.7,7.6,0,5.9,14,0
0,8,68,4.5,1,9.5,4.9,0,4.4,14,2
2,8,82,1.1,0,9.5,2.4,0,2,0,1
1,7,74,6.4,0,9.1,0.2,0,3.6,13,1
1,0,66,8.1,0.5,8.7,0,0,3.2,13,9
9,12,82,2.6,8,10.3,-0.6,0,1.8,1,0
0,5,75,8.6,0,12,2.7,0,3.1,14,1
1,9,75,3.8,0,14,3.4,0,5.2,5,0
0,6,84,3.8,0.5,16.4,8.3,0,2.4,8,0
0,0,61,5.4,1,11.8,-0.2,0,4.9,13,0
0,2,71,5.4,0,8.9,-1,0,3.2,4,1
1,0,77,3.1,0,12.9,2.3,0,3,13,0
0,8,68,7.8,0,11.9,0.3,0,2.3,1,12
12,12,73,1,8.5,15,4.8,0,4.8,13,1
1,1,67,2.5,0,5.3,2.4,0,4.7,13,12
12,1,77,1.4,0,10.9,1.4,0,2.2,4,2
2,12,79,0.8,17.5,18.4,8.3,0,4,10,1
1,3,73,0.2,3,8.4,-4,6,5.8,14,3
3,17,89,1.8,10,-1.4,-4.7,17,4.6,13,0
0,1,80,8.2,2.5,-0.6,-8.1,3,2.6,15,1
1,4,89,0,11,4.2,-2.5,1,2.8,0,1
1,3,71,3.3,0.5,3.4,-5.1,1,5,13,3
3,8,78,5.6,0,-0.8,-5.7,1,3.4,13,1
1,3,81,0.4,0.5,2.8,-3.4,0,2,15,1
1,3,89,2,4.5,3.1,-1.8,7,2.6,13,0
0,1,78,5.3,3,2,-3.4,11,3.6,13,10
10,1,88,3.1,1.5,2.5,-3.7,1,1.6,2,0
0,11,89,4.9,2,4.4,-3.7,0,2,0,0
0,0,73,3.8,0,3.3,-2.9,0,2.6,14,1
1,1,62,5.7,0,4.4,-2.3,0,2.7,13,2
2,12,77,1.2,7,8.2,0.7,0,4.4,13,3
3,3,81,0.1,8,1.7,-6.5,12,5.5,13,3
3,3,89,0,20.5,-3.1,-5.4,22,5.9,13,3
3,3,83,2,4.5,-2.9,-5.6,10,4.9,13,14
14,14,85,2.6,8.5,1.2,-6.2,6,2.8,15,10
10,14,82,2.2,7.5,-1.7,-7.3,12,3.8,13,14
14,7,78,7.2,1.5,-3.4,-9.1,2,3.3,13,3
3,3,86,2.4,2.5,-1.8,-8.8,4,3.5,13,1
1,9,76,3.2,0,3,-3.1,0,2.3,13,2
2,2,87,0,17.5,6.6,2.8,0,7.6,4,11
11,1,72,0,0.5,5,1.6,0,4.1,12,13
13,1,78,3.6,4.5,5.4,0,5,5.7,15,8
8,1,70,7.7,0,4.8,1.5,0,7,14,4
4,4,77,3.1,0,5.7,-0.6,0,5.5,14,1
1,7,76,4,0,6.3,-1.4,0,3.1,15,1
1,3,88,0.2,0.5,4,-0.6,4,1.8,0,3
3,7,87,2.3,12,-0.2,-6.5,18,3.8,13,3
3,1,87,2.3,0.5,-0.7,-6.8,3,2.8,13,1
1,10,75,0.9,0,3.1,-2.7,0,2.8,12,3
3,3,84,1.3,3,2.9,-5.6,6,4,13,3
3,3,83,1.8,4.5,-4.9,-7.9,8,4.7,13,3
3,3,89,0.1,10.5,-4.5,-7.4,17,4,13,3
3,3,82,2.2,2,-3.7,-10.6,1,3.8,13,3
3,1,79,1.1,3.5,-1.3,-8.6,9,3.1,13,1
1,3,77,2.5,0.5,1.8,-3.8,0,2.5,13,0
0,1,77,8.1,0,2.4,-6.7,2,1.7,14,0
0,10,72,8.1,0,3,-6.7,0,2.5,13,15
15,0,85,1.9,3.5,3.4,-4.8,4,3.1,14,0
0,5,68,8.4,0,-0.2,-6.6,0,4.2,13,1
1,11,81,1.2,0.5,5.2,-5.5,1,2.3,1,0
0,0,75,8,0,8,-0.6,0,2.8,13,1
1,1,82,3.8,0,11.5,-1,0,2.2,1,12
12,10,83,0,6,5.1,0.7,0,3.3,14,3
3,17,93,0,14,0.8,-2.1,33,2.2,4,7
7,7,73,5.9,5.5,0.9,-6.5,3,4.5,14,1
1,10,79,1.9,0,-2.2,-7,0,2.4,13,1
1,0,73,3.5,0,0.6,-7.6,0,3,14,7
7,15,77,5.2,1.5,1.2,-9.8,2,2.2,4,7
7,10,80,4.6,9,2.9,-1.9,11,3.6,4,3
3,3,77,5,1.5,0.1,-7,3,6,13,3
3,0,82,4.3,1,-3.3,-11.6,2,2.7,13,5
5,14,77,3.4,5,0.2,-11.4,8,3.1,2,1
1,1,72,0,1,-3,-13,0,4.3,14,3
3,3,73,0.9,7,-8.7,-13.1,12,6.4,13,10
10,17,73,3.4,3,-4,-9.2,3,5.4,13,1
1,7,81,1,0,-2.7,-10.4,0,2.2,15,3
3,3,84,1.3,3.5,-6.2,-10.2,7,4.3,13,3
3,0,78,5.7,1.5,-6.3,-11.4,1,3.2,13,0
0,3,75,5,0.5,-1.9,-12.7,2,2.2,15,3
3,3,82,2.8,1.5,-2.7,-7.9,4,3.4,13,10
10,11,88,0.2,10.5,3.1,-6.9,10,3.9,4,3
3,3,74,5.2,0,-0.9,-8.8,2,5.6,13,3
3,1,81,4.2,1,-3.2,-9.9,2,2.4,12,14
14,1,77,4.7,0,-1,-7.1,0,2.2,13,1
1,15,81,5.9,0.5,1.2,-8.8,4,2.7,13,1
1,0,82,7.2,2,3.5,-3.9,3,2.3,12,0
0,1,70,9.1,0,2,-7.6,1,2.5,14,7
7,0,67,7.3,0,1.1,-8.9,1,1.8,15,0
0,0,69,5.4,0,-1.7,-8.3,0,3.2,13,10
10,1,73,0,0,0,-9.1,0,2.5,4,5
5,11,82,3.7,0,4.1,-4.9,0,1.7,13,1
1,0,82,3.2,4.5,4.3,-1.7,4,2.9,15,8
8,0,79,3.1,0,2.9,-3.8,1,2.2,14,7
7,17,74,5.8,4.5,-0.3,-5.6,11,3.2,14,14
14,0,71,7.9,0,-2.5,-10.2,0,3.1,14,3
3,1,76,4.6,0,0,-11.2,0,3.1,12,15
15,4,84,1.3,1.5,5.2,-2.7,0,2.4,12,0
0,0,68,8.9,0,7.8,0.8,0,3,12,11
11,15,86,0,3,4.7,0.5,2,2,5,3
3,0,76,2.2,2,1.2,-5.5,3,5.3,14,5
5,0,73,5.7,0,-0.3,-6.5,0,4,14,3
3,3,81,4,1.5,1.4,-8.8,8,3.1,12,9
9,1,89,2.6,2.5,5.3,-1.9,0,2.3,11,0
0,3,73,8.2,0.5,4.5,-4.9,2,2,0,1
1,7,76,7.8,0.5,2.2,-4.9,1,4,14,10
10,0,74,6.5,2.5,-0.3,-6.7,2,3.9,14,0
0,0,63,9.4,0,7.2,-8.7,0,4.1,12,1
1,0,64,6.3,0,11.3,4.7,0,4.9,12,1
1,4,64,6.3,0,9.2,1.6,0,3.8,13,1
1,0,70,7,1,5.1,-1.8,1,3.7,14,3
3,15,79,4.7,5,4.3,-2.9,11,3.1,14,0
0,0,74,5.3,0,5.1,-3.4,0,3.2,13,0
0,0,66,10.8,0,7.4,-5.3,0,3.2,12,1
1,0,77,1.2,0,9,-0.5,0,3.3,10,1
1,0,84,0.2,0,10.3,1.9,0,2.6,10,1
1,1,84,1.6,0,13.2,1,0,3.5,10,0
0,2,85,1.5,0,7.2,0.6,0,4.1,4,12
12,1,86,1.5,10,11,2.8,0,4.8,5,0
0,0,70,10.3,0,10.1,1.6,0,4.2,13,5
5,0,81,8.1,0,10.3,0.1,0,4.7,5,2
2,1,76,0,4,11.1,1.2,0,6.4,12,0
0,0,52,7.3,0,6.6,-0.6,0,3.2,13,0
0,1,63,10.2,0,11.2,-1.4,0,3.7,4,2
2,14,77,0.2,2,8.8,1,0,3,12,1
1,0,57,3.9,0,7.3,-1.5,0,4.6,12,1
1,0,59,7.9,0,8.8,-2.3,0,2.9,13,0
0,0,55,10.6,0,11.1,-1.7,0,4.3,12,0
0,0,53,11.5,0,14.5,2,0,3.6,13,0
0,0,59,11.2,0,15.1,2.2,0,2.1,8,0
0,0,68,10.5,0,15.6,3.3,0,1.7,7,1
1,2,79,8.4,2,16.2,5.6,0,1.6,13,1
1,1,62,9.2,1,11.9,0.4,0,5.9,15,1
1,0,64,7.6,0,9.6,-1.6,0,2.1,6,2
2,12,87,0,13.5,9.4,2.5,0,3.9,14,5
5,0,60,8.4,0.5,9.4,0.5,0,6,12,0
0,0,58,11.9,0,11.2,-0.8,0,2.9,10,9
9,0,75,4.5,0,10.7,-0.5,0,2,1,0
0,0,74,9,0,13.3,1.7,0,2.9,2,16
16,0,75,5.4,4.5,13.9,3,0,2.9,2,0
0,0,61,12.2,0,12.7,0.5,0,5.1,14,0
0,0,73,10.1,0,10.6,0.6,0,2.5,1,0
0,0,75,12,0,12.4,0.4,0,1.7,7,0
0,1,56,10.3,0,17.2,2.2,0,2.9,13,1
1,1,59,1.2,0,15.1,8.8,0,2.6,5,2
2,2,83,0,2,16.5,9.2,0,2.9,9,2
2,1,94,0,14.5,13.4,8.6,0,2.7,13,8
8,1,74,5.2,2,12.9,4.5,0,3.2,13,2
2,0,68,4.7,1,10.3,1.9,0,4.8,13,1
1,5,74,9,0,14.8,2.1,0,4.2,10,1
1,2,73,4.2,0,17.4,6.8,0,5.3,10,8
8,1,59,7.3,18,15.1,5.7,0,6.6,12,1
1,8,46,8.8,0,13.4,4,0,5.1,12,9
9,1,71,1.8,0,15,3.8,0,4.3,10,0
0,2,58,6.4,2.5,14.3,1.8,0,3.9,4,2
2,1,86,0,20,12.3,3.9,0,5.4,12,1
1,5,66,2.4,0,9.2,1.5,0,5.2,13,0
0,2,66,9.7,0,12.5,-0.7,0,2.7,10,1
1,8,77,2.4,11.5,12.4,6.6,0,3.6,12,0
0,1,72,4.2,0,16.7,5.4,0,2.7,9,1
1,0,38,9.8,0,13.8,6.6,0,7.7,13,1
1,6,50,10.5,0,11.5,3.2,0,6.2,13,1
1,0,52,6.1,1.5,11.8,3.5,0,5.8,13,1
1,0,52,7,0,12,2.9,0,4.9,12,5
5,1,48,9.8,0,14.8,2.1,0,3.8,5,12
12,8,86,0.2,11,12.6,7.7,0,4.3,5,0
0,5,45,13.4,0,14.2,5.6,0,6.4,12,1
1,0,71,6,0,15.6,5.6,0,3.8,10,1
1,2,69,5.2,1,19.3,6.4,0,2,7,16
16,0,77,6.4,9.5,18.4,10.4,0,4.3,11,6
6,1,69,9,2,17.4,8,0,4.3,10,0
0,5,59,12.4,0,16.6,6.3,0,4.5,13,0
0,1,64,3.3,0,16.4,5.9,0,4.1,10,8
8,0,72,4.3,0,19.4,8.3,0,3.4,10,1
1,1,76,3,4.5,18.6,10,0,2.2,13,2
2,2,94,0,12,13.6,7.6,0,2.6,5,0
0,9,73,7.1,0,14.1,7,0,4,5,12
12,5,78,1.1,2.5,10,5.4,0,2.8,5,0
0,1,78,6.9,0,15.6,5.1,0,4.8,10,12
12,0,62,8.3,0,17.1,6.6,0,2.6,2,0
0,5,56,11.3,0,15.7,3.4,0,3.7,14,8
8,0,70,6.5,0,16.1,3.4,0,2.4,7,0
0,1,68,7.8,0,16.9,4.6,0,1.6,7,6
6,2,79,7.9,0.5,16,5.4,0,1.9,0,1
1,1,84,0,3,18.1,12.8,0,3.3,5,0
0,0,84,9.3,0,19.2,12.2,0,2.2,7,0
0,0,82,10.7,0,21.4,11.3,0,2,7,1
1,1,74,11.5,0,24.3,13,0,2.7,11,2
2,1,87,0,0,17.5,13,0,2.1,7,0
0,1,77,4.9,0,18.2,10.8,0,4.6,5,2
2,1,94,0,4.5,15.2,10.1,0,3.5,4,1
1,0,72,10,0,20.2,8.7,0,3.9,12,0
0,0,70,9.5,0,16.2,6,0,2.8,5,0
0,0,67,14.1,0,20.6,7.8,0,3.1,14,0
0,0,66,13.9,0,22.3,8,0,2.2,12,1
1,1,71,6.2,3.5,21.7,9.8,0,2.6,7,1
1,1,73,9.4,0,22.3,14.9,0,3.2,10,1
1,1,90,0,3,18.1,13.8,0,1.9,7,8
8,5,79,7.5,0,22.4,12.7,0,3.7,12,1
1,0,70,7.9,0,19.7,9.2,0,3.8,13,0
0,5,64,13.5,0,21.4,7.9,0,3.7,12,0
0,0,58,13.6,0,24.2,10.1,0,3.3,10,9
9,12,79,1.9,36,22.9,14.8,0,2.5,6,8
8,6,79,3,0,19.6,10.9,0,3.9,13,12
12,8,72,5.1,0,21.4,10.7,0,4.3,12,0
0,0,64,11,0,22.7,10.6,0,4.2,12,1
1,1,73,4,0,21.9,12.4,0,2.9,10,1
1,8,90,0,26.5,18.3,15.1,0,1.8,2,0
0,9,79,12.7,0,23.2,12.9,0,3.1,7,2
2,2,90,0,21,19.3,14.5,0,6.3,5,1
1,0,90,3,3,20.5,14.6,0,3.1,7,8
8,1,85,4.9,0,22.6,15.7,0,2.6,4,1
1,1,84,3.1,0,24.9,15.4,0,3.3,5,1
1,1,88,0,0,20.6,16.8,0,3.2,4,1
1,0,85,10.8,0,24.6,16.2,0,1.8,7,1
1,0,90,0.3,0,20.6,16.6,0,1.5,12,8
8,0,84,3.2,0,22.6,17.1,0,1.9,13,0
0,1,77,4.5,1.5,25.9,18.3,0,4.7,11,1
1,0,64,10.3,0,24.3,14.9,0,4.6,15,0
0,0,63,14,0,24,13.5,0,4,15,0
0,5,68,14.3,0,24.2,11.3,0,2.6,11,0
0,0,59,11.6,0,27.4,13.4,0,2.2,7,0
0,1,76,2.5,0,22.8,16.2,0,4.5,4,2
2,2,91,0,16.5,18.9,15.1,0,5.5,4,8
8,1,87,1.1,7,20.4,15,0,3.3,5,1
1,0,83,6.2,0,23.6,16.8,0,1.6,7,8
8,0,85,9.2,0,25.2,15.7,0,1.9,7,1
