曇りのち晴れ,晴れのち曇り,85,5.1,5.5,24.9,16.8,0,3.2,西
雨,雨,96,0,49,21.8,15.4,0,2.1,東南東
雨のち曇り,雨,95,0,32,22.9,18.8,0,3.8,西南西
曇り,雨,94,0,1,21.4,17.6,0,2.1,南南東
曇り,雨,96,0,6,20.2,17,0,2,東南東
曇り,曇り,92,0,0,23.4,17.7,0,1.9,西北西
曇り,曇り,79,9.1,0,29.8,18.3,0,2.8,西北西
晴れ,晴れ,85,4.4,0,27.3,19,0,2.2,東南東
曇り,曇り,87,5.1,0,28.1,20.4,0,2,南東
晴れ,晴れ,84,6.4,0,25.7,19.6,0,4.2,東南東
曇り,曇りのち雨,88,0,0,21.9,18.5,0,4.6,東南東
曇り,曇り,87,2.3,0,26.4,18.3,0,4.5,東南東
曇り,雨,89,0,1.5,23.1,17.9,0,4.2,東南東
曇りのち晴れ,曇り,82,4,0,27,19.5,0,2.1,南
晴れ,曇り,79,12.4,0,30.6,19.7,0,3.6,東
曇り,雨,86,2.1,2,27.2,20.2,0,5.5,東
雨のち曇り,曇り,87,0.3,9,23.7,19.5,0,4.2,東南東
曇りのち晴れ,曇り,79,3.5,0,24.9,18.4,0,5.4,東南東
雨,雨,92,0,3.5,20.3,18.2,0,7.1,東南東
雨,曇り,92,0,7.5,19.2,18.2,0,7.2,東南東
雨,曇り,91,0,14,21.6,18.1,0,1.9,西
曇りのち晴れ,曇り,85,1.4,0,25.1,17.3,0,2.1,北西
曇り,曇り,86,1.8,2,28,18.6,0,3.1,東
雨のち曇り,曇り,91,0.7,9.5,23.7,19.5,0,1.8,東南東
晴れ,晴れ,85,10.8,0,26.5,19.6,0,2.3,南南東
雨,雨,89,0,1,24.2,20,0,2.7,東
雨,曇り,88,0,1.5,23.1,20.1,0,1.9,西北西
曇りのち雨,晴れ,82,1.6,0,24.6,18.3,0,2.7,西北西
晴れ,晴れ,82,8.3,0,26.2,17.5,0,1.7,南南東
晴れ,晴れ,80,10.5,0,27.3,20.7,0,1.8,南
曇りのち晴れ,晴れ,87,6.9,0,26.8,21.4,0,1.8,南南東
晴れ,晴れのち曇り,80,12.3,0,28.7,19.9,0,1.9,南南東
晴れ,曇り,80,12.2,0,29,19.6,0,1.7,南南東
晴れ,晴れ,81,13.5,0,29.2,20.8,0,2.2,南南東
曇り,雨,79,3.2,0,30.7,21.5,0,4,西北西
雨,雨,96,0,67,25.1,20.9,0,3.2,東南東
曇り,曇り,82,9.5,7,29.3,21.8,0,4.4,西
曇り,曇り,89,0,13,23.8,19.6,0,4.3,東南東
曇りのち晴れ,曇り,79,1.3,0,24.6,19.1,0,4.3,東
曇り,晴れ,78,3.2,0,24.1,19,0,4.8,東
曇り,曇り,78,2.9,0,24.6,19,0,4.5,東
曇り,曇り,86,2.6,6.5,27.2,20.7,0,3.4,東
曇り,雨,90,1.6,104.5,30,21.5,0,4.4,南西
雨,雨,93,0,10,26,22.1,0,2.5,南西
雨,雨,96,0,20.5,22.5,21.1,0,1.7,南東
曇りのち雨,雨,93,0.2,66,25.7,21.3,0,1.9,東
曇りのち晴れ,晴れ,88,6.8,15.5,28.6,21.6,0,2,南南東
曇り,曇り,77,10.4,0,29,20.6,0,2.4,北北東
曇りのち晴れ,曇り,75,7.1,0.5,28.1,19.8,0,2.6,北北東
曇り,雨,84,1.5,10,26.2,19.5,0,2.6,東南東
雨,晴れ,89,0.4,53.5,27.3,21.7,0,5.5,南西
晴れ,晴れ,72,12.5,0,28.6,19.7,0,3.1,西北西
雨,雨のち晴れ,85,0,25,22.5,17.7,0,3.9,東
晴れ,曇り,74,11.8,0,28.3,16.1,0,3.9,西北西
雨のち曇り,晴れ,89,0.6,10,25.7,20.6,0,2.3,西
晴れ,晴れ,73,13.1,0,28.6,15.3,0,2.4,北北東
晴れ,曇り,71,8.2,0,29,16.6,0,3.8,東
曇り,晴れ,80,0.6,2.5,28.1,17.9,0,3.5,西
晴れ,晴れのち曇り,68,12.8,0,26.8,16.5,0,4.1,西
晴れ,曇り,73,10.2,0,25.8,14,0,2.7,南南東
曇りのち晴れ,晴れ,78,3.7,0,25.5,18.3,0,1.6,北北東
曇り,雨,85,0,1,25.2,19.6,0,3.4,東南東
曇り,曇り,74,3.7,0,24,16,0,3.2,西南西
晴れ,曇り,72,5.8,0,25,14.2,0,2.2,東
曇り,雨,82,0.4,4,24.8,19.1,0,1.9,東東北
雨,曇り,95,0,65,23.1,17.8,0,2.9,東
曇りのち晴れ,曇りのち晴れ,82,3.6,0,27.4,19.2,0,2.5,西
曇り,曇りのち晴れ,71,5.9,0,24.1,14.7,0,3.4,西北西
曇り,曇り,76,1.7,0,22.6,13.7,0,1.8,北北東
晴れ,晴れ,78,10.3,0,27.1,16.3,0,3.5,東南東
曇り,晴れ,84,0.4,0,24.4,19.8,0,4.5,東
晴れ,曇り,82,8.4,0.5,27.7,20,0,6,東南東
晴れ,晴れ,62,11.8,0,27.1,18.6,0,4.4,西
晴れのち曇り,曇りのち晴れ,69,9.1,0,24.9,13.8,0,1.9,北
晴れ,晴れ,70,12.1,0,26.9,14.8,0,1.7,北北西
晴れ,晴れ,69,12.2,0,26.7,15.5,0,3.3,東
晴れ,晴れ,76,7.2,0,24.7,18.1,0,4.7,東南東
曇りのち晴れ,曇りのち雨,80,6.9,0,26.9,19.8,0,4.3,東南東
曇りのち晴れ,晴れ,76,8,0,28,18.2,0,2.8,北西
晴れ,曇りのち晴れ,66,11.6,0,23,14.6,0,4.2,北西
曇り,曇り,76,8,0,23.3,13,0,1.7,北北東
曇り,曇り,76,0.1,0,23.8,16.5,0,3.3,東
晴れ,曇り,79,7.4,0,27.7,19.3,0,1.7,北西
雨,雨のち曇り,91,0,15,25.4,19.8,0,1.5,北北東
曇りのち雨,雨,90,0,4.5,24.8,16.7,0,2.3,北西
曇りのち晴れ,晴れ,68,6.9,38,19,9.1,0,5.3,北西
曇り,晴れ,69,7.8,0,20.1,8.5,0,2.4,北北東
晴れ,曇り,73,10.1,0,22.6,8.7,0,5.4,東南東
雨のち曇り,曇り,94,0,37.5,22.3,18.9,0,2.7,東南東
雨のち曇り,曇りのち晴れ,79,3.7,5,23,16,0,3.8,西北西
晴れ,曇り,70,10.3,0,23.7,13.3,0,2.7,西北西
晴れ,晴れ,73,9.6,0,24.3,13.7,0,2.6,北北東
曇り,曇り,71,9.4,0,24.1,11.6,0,2.1,北北東
曇りのち晴れ,晴れ,76,6.2,0,24,14.7,0,2.1,東南東
晴れのち曇り,曇り,79,4.9,0,24,14.2,0,3.1,西北西
晴れ,晴れのち曇り,82,8.4,0,24.8,15.6,0,2.4,北北東
晴れ,晴れ,79,10.8,0,25.8,15.6,0,2.1,西南西
晴れ,晴れ,82,9.6,0,24.2,14.9,0,3.4,東南東
曇り,雨,81,1,0,22.9,17.5,0,3.5,東南東
雨,曇りのち晴れ,89,0,65,22.1,12.1,0,4.9,北西
曇りのち晴れ,晴れのち曇り,70,4,0,13.4,5.9,0,3.2,西北西
晴れ,晴れ,63,7,0,15.3,5.1,0,2.6,北北西
曇りのち雨,雨のち曇り,72,0.2,0.5,14.6,4.8,0,2.1,東東北
曇り,晴れのち曇り,63,8.7,0,17.4,8.2,0,2.9,北西
晴れのち曇り,曇り,72,4.5,0,17.9,6.9,0,4.1,東
雨,雨のち曇り,94,0,51.5,18.3,14.5,0,5.9,東南東
雨,曇りのち晴れ,75,4.9,10.5,18.9,13.5,0,5,西
晴れ,晴れ,64,10.1,0,18,7,0,3.8,西北西
晴れ,晴れ,74,10.5,0,17.8,5.5,0,2,東東北
晴れ,曇り,78,8.2,0,19.9,9.2,0,2.9,北東
曇りのち晴れ,晴れ,79,5.2,0,21.8,13,0,3.5,東南東
晴れ,曇り,82,5.5,0,20.6,12,0,2.3,東
曇り,晴れ,77,3.9,4,20.3,6,0,3.3,西北西
晴れ,曇り,63,5.6,0,13.2,4.9,0,3.9,西北西
晴れ,晴れ,70,9.6,0,14.6,3.7,0,3.6,西北西
曇り,晴れ,70,5.8,0,16.7,5.3,0,4,西
晴れ,曇り,77,4.7,0,20,10.3,0,2.5,西南西
晴れ,晴れ,72,9.6,0,21.1,11.6,0,3.3,西
曇り,晴れ,65,1.3,0,14.2,4.7,0,3.8,西北西
晴れと雨,晴れ,72,9.2,0,12.6,2.9,0,3.8,北西
晴れ,晴れ,60,10.4,0,13.9,2,0,2,北
晴れ,晴れ,69,7.2,0,15,3.4,0,2.3,北北西
晴れ,晴れのち曇り,72,5.8,0,15.4,3.7,0,2.1,北
晴れ,雨のち晴れ,78,7,1.5,17.6,7.8,0,2.2,南南東
晴れのち雨,曇り,81,6.5,1,14,6.9,0,3.4,西北西
晴れ,晴れ,76,8.5,0,17.1,6.8,0,3.4,北西
晴れ,晴れ,76,9.7,0,15.5,5.2,0,2.6,東南東
曇り,雨のち曇り,72,4.3,0.5,17.2,10.7,0,3.2,東南東
晴れ,晴れのち曇り,72,9,3.5,14.8,6.3,0,2.8,西北西
雨,曇りのち雪,81,0,9,9.4,5.5,0,2.5,北西
晴れ,晴れのち曇り,63,6.8,0,10,0.9,0,4.2,西北西
雨のち晴れ,雨のち晴れ,69,5,0.5,10,0.1,0,3.4,西北西
晴れ,晴れのち曇り,71,8.2,0,13,1.3,0,2.7,西北西
晴れ,曇り,73,8,0,12.3,0.9,0,1.9,西南西
雨のち曇り,曇り,85,2.3,3,11.8,2.6,0,2.1,北北西
晴れ,晴れのち曇り,71,7.4,0,13.4,3.3,0,3,西北西
晴れのち曇り,晴れ,58,6.7,0,16.5,2.9,0,4.8,西北西
晴れ,晴れ,65,9.7,0,12.1,0.4,0,2.1,北北東
曇り,晴れ,76,6.8,0,16,2.4,0,2.4,北北東
曇り,曇り,79,0,12,18.7,7.6,0,5.9,北西
晴れ時々雨,曇りのち晴れ,68,4.5,1,9.5,4.9,0,4.4,北西
雨,曇りのち晴れ,82,1.1,0,9.5,2.4,0,2,北
曇り,晴れのちみぞれ,74,6.4,0,9.1,0.2,0,3.6,西北西
曇り,晴れ,66,8.1,0.5,8.7,0,0,3.2,西北西
曇りのち雨,雨のち曇り,82,2.6,8,10.3,-0.6,0,1.8,北北東
晴れ,晴れのち曇り,75,8.6,0,12,2.7,0,3.1,北西
曇り,曇りのち雨,75,3.8,0,14,3.4,0,5.2,東南東
晴れ,晴れのち雨,84,3.8,0.5,16.4,8.3,0,2.4,南
晴れ,晴れ,61,5.4,1,11.8,-0.2,0,4.9,西北西
晴れ,雨,71,5.4,0,8.9,-1,0,3.2,東
曇り,晴れ,77,3.1,0,12.9,2.3,0,3,西北西
晴れ,曇りのち晴れ,68,7.8,0,11.9,0.3,0,2.3,北北東
雨のち曇り,雨のち曇り,73,1,8.5,15,4.8,0,4.8,西北西
曇り,曇り,67,2.5,0,5.3,2.4,0,4.7,西北西
雨、のち曇り,曇り,77,1.4,0,10.9,1.4,0,2.2,東
雨,雨のち曇り,79,0.8,17.5,18.4,8.3,0,4,南西
曇りあり,雪,73,0.2,3,8.4,-4,6,5.8,北西
雪,雪のち晴れ,89,1.8,10,-1.4,-4.7,17,4.6,西北西
晴れ,曇り,80,8.2,2.5,-0.6,-8.1,3,2.6,北北西
曇り,みぞれ,89,0,11,4.2,-2.5,1,2.8,北
曇り,雪,71,3.3,0.5,3.4,-5.1,1,5,西北西
雪,曇りのち晴れ,78,5.6,0,-0.8,-5.7,1,3.4,西北西
曇り,雪,81,0.4,0.5,2.8,-3.4,0,2,北北西
曇り,雪,89,2,4.5,3.1,-1.8,7,2.6,西北西
晴れ,曇り,78,5.3,3,2,-3.4,11,3.6,西北西
曇りのち雪,曇り,88,3.1,1.5,2.5,-3.7,1,1.6,東東北
晴れ,曇りのみぞれ,89,4.9,2,4.4,-3.7,0,2,北
晴れ,晴れ,73,3.8,0,3.3,-2.9,0,2.6,北西
曇り,曇り,62,5.7,0,4.4,-2.3,0,2.7,西北西
雨,雨のち曇り,77,1.2,7,8.2,0.7,0,4.4,西北西
雪,雪,81,0.1,8,1.7,-6.5,12,5.5,西北西
雪,雪,89,0,20.5,-3.1,-5.4,22,5.9,西北西
雪,雪,83,2,4.5,-2.9,-5.6,10,4.9,西北西
雪のち曇り,雪のち曇り,85,2.6,8.5,1.2,-6.2,6,2.8,北北西
曇りのち雪,雪のち曇り,82,2.2,7.5,-1.7,-7.3,12,3.8,西北西
雪のち曇り,晴れのち雪,78,7.2,1.5,-3.4,-9.1,2,3.3,西北西
雪,雪,86,2.4,2.5,-1.8,-8.8,4,3.5,西北西
曇り,曇りのち雨,76,3.2,0,3,-3.1,0,2.3,西北西
雨,雨,87,0,17.5,6.6,2.8,0,7.6,東
曇りのみぞれ,曇り,72,0,0.5,5,1.6,0,4.1,西
雨のちみぞれ,曇り,78,3.6,4.5,5.4,0,5,5.7,北北西
曇りのち晴れ,曇り,70,7.7,0,4.8,1.5,0,7,北西
みぞれ,みぞれ,77,3.1,0,5.7,-0.6,0,5.5,北西
曇り,晴れのち雪,76,4,0,6.3,-1.4,0,3.1,北北西
曇りのちみぞれ,雪,88,0.2,0.5,4,-0.6,4,1.8,北
雪,晴れのち雪,87,2.3,12,-0.2,-6.5,18,3.8,西北西
雪,曇り,87,2.3,0.5,-0.7,-6.8,3,2.8,西北西
曇り,曇りのち雪,75,0.9,0,3.1,-2.7,0,2.8,西
雪,雪,84,1.3,3,2.9,-5.6,6,4,西北西
雪,雪,83,1.8,4.5,-4.9,-7.9,8,4.7,西北西
雪,雪,89,0.1,10.5,-4.5,-7.4,17,4,西北西
雪,雪,82,2.2,2,-3.7,-10.6,1,3.8,西北西
雪,曇り,79,1.1,3.5,-1.3,-8.6,9,3.1,西北西
曇り,雪,77,2.5,0.5,1.8,-3.8,0,2.5,西北西
晴れ,曇り,77,8.1,0,2.4,-6.7,2,1.7,北西
晴れ,曇りのち雪,72,8.1,0,3,-6.7,0,2.5,西北西
雪のちみぞれ,晴れ,85,1.9,3.5,3.4,-4.8,4,3.1,北西
晴れ,晴れのち曇り,68,8.4,0,-0.2,-6.6,0,4.2,西北西
曇り,曇りのみぞれ,81,1.2,0.5,5.2,-5.5,1,2.3,北北東
晴れ,晴れ,75,8,0,8,-0.6,0,2.8,西北西
曇り,曇り,82,3.8,0,11.5,-1,0,2.2,北北東
雨のち曇り,曇りのち雪,83,0,6,5.1,0.7,0,3.3,北西
雪,雪のち晴れ,93,0,14,0.8,-2.1,33,2.2,東
晴れのち雪,晴れのち雪,73,5.9,5.5,0.9,-6.5,3,4.5,北西
曇り,曇りのち雪,79,1.9,0,-2.2,-7,0,2.4,西北西
曇り,晴れ,73,3.5,0,0.6,-7.6,0,3,北西
晴れのち雪,雪のちみぞれ,77,5.2,1.5,1.2,-9.8,2,2.2,東
晴れのち雪,曇りのち雪,80,4.6,9,2.9,-1.9,11,3.6,東
雪,雪,77,5,1.5,0.1,-7,3,6,西北西
雪,晴れ,82,4.3,1,-3.3,-11.6,2,2.7,西北西
晴れのち曇り,雪のち曇り,77,3.4,5,0.2,-11.4,8,3.1,東東北
曇り,曇り,72,0,1,-3,-13,0,4.3,北西
雪,雪,73,0.9,7,-8.7,-13.1,12,6.4,西北西
曇りのち雪,雪のち晴れ,73,3.4,3,-4,-9.2,3,5.4,西北西
曇り,晴れのち雪,81,1,0,-2.7,-10.4,0,2.2,北北西
雪,雪,84,1.3,3.5,-6.2,-10.2,7,4.3,西北西
雪,晴れ,78,5.7,1.5,-6.3,-11.4,1,3.2,西北西
晴れ,雪,75,5,0.5,-1.9,-12.7,2,2.2,北北西
雪,雪,82,2.8,1.5,-2.7,-7.9,4,3.4,西北西
曇りのち雪,曇りのみぞれ,88,0.2,10.5,3.1,-6.9,10,3.9,東
雪,雪,74,5.2,0,-0.9,-8.8,2,5.6,西北西
雪,曇り,81,4.2,1,-3.2,-9.9,2,2.4,西
雪のち曇り,曇り,77,4.7,0,-1,-7.1,0,2.2,西北西
曇り,雪のちみぞれ,81,5.9,0.5,1.2,-8.8,4,2.7,西北西
曇り,晴れ,82,7.2,2,3.5,-3.9,3,2.3,西
晴れ,曇り,70,9.1,0,2,-7.6,1,2.5,北西
晴れのち雪,晴れ,67,7.3,0,1.1,-8.9,1,1.8,北北西
晴れ,晴れ,69,5.4,0,-1.7,-8.3,0,3.2,西北西
曇りのち雪,曇り,73,0,0,0,-9.1,0,2.5,東
晴れのち曇り,曇りのみぞれ,82,3.7,0,4.1,-4.9,0,1.7,西北西
曇り,晴れ,82,3.2,4.5,4.3,-1.7,4,2.9,北北西
曇りのち晴れ,晴れ,79,3.1,0,2.9,-3.8,1,2.2,北西
晴れのち雪,雪のち晴れ,74,5.8,4.5,-0.3,-5.6,11,3.2,北西
雪のち曇り,晴れ,71,7.9,0,-2.5,-10.2,0,3.1,北西
雪,曇り,76,4.6,0,0,-11.2,0,3.1,西
雪のちみぞれ,みぞれ,84,1.3,1.5,5.2,-2.7,0,2.4,西
晴れ,晴れ,68,8.9,0,7.8,0.8,0,3,西
曇りのみぞれ,雪のちみぞれ,86,0,3,4.7,0.5,2,2,東南東
雪,晴れあり,76,2.2,2,1.2,-5.5,3,5.3,北西
晴れのち曇り,晴れあり,73,5.7,0,-0.3,-6.5,0,4,北西
雪,雪,81,4,1.5,1.4,-8.8,8,3.1,西
曇りのち雨,曇り,89,2.6,2.5,5.3,-1.9,0,2.3,西南西
晴れ,雪,73,8.2,0.5,4.5,-4.9,2,2,北
曇り,晴れのち雪,76,7.8,0.5,2.2,-4.9,1,4,北西
曇りのち雪,晴れ,74,6.5,2.5,-0.3,-6.7,2,3.9,北西
晴れ,晴れ,63,9.4,0,7.2,-8.7,0,4.1,西
曇り,晴れ,64,6.3,0,11.3,4.7,0,4.9,西
曇り,みぞれ,64,6.3,0,9.2,1.6,0,3.8,西北西
曇り,晴れ,70,7,1,5.1,-1.8,1,3.7,北西
雪,雪のちみぞれ,79,4.7,5,4.3,-2.9,11,3.1,北西
晴れ,晴れ,74,5.3,0,5.1,-3.4,0,3.2,西北西
晴れ,晴れ,66,10.8,0,7.4,-5.3,0,3.2,西
曇り,晴れ,77,1.2,0,9,-0.5,0,3.3,南西
曇り,晴れ,84,0.2,0,10.3,1.9,0,2.6,南西
曇り,曇り,84,1.6,0,13.2,1,0,3.5,南西
晴れ,雨,85,1.5,0,7.2,0.6,0,4.1,東
雨のち曇り,曇り,86,1.5,10,11,2.8,0,4.8,東南東
晴れ,晴れ,70,10.3,0,10.1,1.6,0,4.2,西北西
晴れのち曇り,晴れ,81,8.1,0,10.3,0.1,0,4.7,東南東
雨,曇り,76,0,4,11.1,1.2,0,6.4,西
晴れ,晴れ,52,7.3,0,6.6,-0.6,0,3.2,西北西
晴れ,曇り,63,10.2,0,11.2,-1.4,0,3.7,東
雨,雪のち曇り,77,0.2,2,8.8,1,0,3,西
曇り,晴れ,57,3.9,0,7.3,-1.5,0,4.6,西
曇り,晴れ,59,7.9,0,8.8,-2.3,0,2.9,西北西
晴れ,晴れ,55,10.6,0,11.1,-1.7,0,4.3,西
晴れ,晴れ,53,11.5,0,14.5,2,0,3.6,西北西
晴れ,晴れ,59,11.2,0,15.1,2.2,0,2.1,南
晴れ,晴れ,68,10.5,0,15.6,3.3,0,1.7,南南東
曇り,雨,79,8.4,2,16.2,5.6,0,1.6,西北西
曇り,曇り,62,9.2,1,11.9,0.4,0,5.9,北北西
曇り,晴れ,64,7.6,0,9.6,-1.6,0,2.1,南東
雨,雨のち曇り,87,0,13.5,9.4,2.5,0,3.9,北西
晴れのち曇り,晴れ,60,8.4,0.5,9.4,0.5,0,6,西
晴れ,晴れ,58,11.9,0,11.2,-0.8,0,2.9,南西
曇りのち雨,晴れ,75,4.5,0,10.7,-0.5,0,2,北北東
晴れ,晴れ,74,9,0,13.3,1.7,0,2.9,東東北
雨のち晴れ,晴れ,75,5.4,4.5,13.9,3,0,2.9,北東
晴れ,晴れ,61,12.2,0,12.7,0.5,0,5.1,北西
晴れ,晴れ,73,10.1,0,10.6,0.6,0,2.5,北北東
晴れ,晴れ,75,12,0,12.4,0.4,0,1.7,南南東
晴れ,曇り,56,10.3,0,17.2,2.2,0,2.9,西北西
曇り,曇り,59,1.2,0,15.1,8.8,0,2.6,東南東
雨,雨,83,0,2,16.5,9.2,0,2.9,南南西
雨,曇り,94,0,14.5,13.4,8.6,0,2.7,西北西
曇りのち晴れ,曇り,74,5.2,2,12.9,4.5,0,3.2,西北西
雨,晴れ,68,4.7,1,10.3,1.9,0,4.8,西北西
曇り,晴れのち曇り,74,9,0,14.8,2.1,0,4.2,南西
曇り,雨,73,4.2,0,17.4,6.8,0,5.3,南西
曇りのち晴れ,曇り,59,7.3,18,15.1,5.7,0,6.6,西
曇り,曇りのち晴れ,46,8.8,0,13.4,4,0,5.1,西
曇りのち雨,曇り,71,1.8,0,15,3.8,0,4.3,南西
晴れ,雨,58,6.4,2.5,14.3,1.8,0,3.9,東
雨,曇り,86,0,20,12.3,3.9,0,5.4,西
曇り,晴れのち曇り,66,2.4,0,9.2,1.5,0,5.2,西北西
晴れ,雨,66,9.7,0,12.5,-0.7,0,2.7,南西
曇り,曇りのち晴れ,77,2.4,11.5,12.4,6.6,0,3.6,西
晴れ,曇り,72,4.2,0,16.7,5.4,0,2.7,南南西
曇り,晴れ,38,9.8,0,13.8,6.6,0,7.7,西北西
曇り,晴れのち雨,50,10.5,0,11.5,3.2,0,6.2,西北西
曇り,晴れ,52,6.1,1.5,11.8,3.5,0,5.8,西北西
曇り,晴れ,52,7,0,12,2.9,0,4.9,西
晴れのち曇り,曇り,48,9.8,0,14.8,2.1,0,3.8,東南東
雨のち曇り,曇りのち晴れ,86,0.2,11,12.6,7.7,0,4.3,東南東
晴れ,晴れのち曇り,45,13.4,0,14.2,5.6,0,6.4,西
曇り,晴れ,71,6,0,15.6,5.6,0,3.8,南西
曇り,雨,69,5.2,1,19.3,6.4,0,2,南南東
雨のち晴れ,晴れ,77,6.4,9.5,18.4,10.4,0,4.3,西南西
晴れのち雨,曇り,69,9,2,17.4,8,0,4.3,南西
晴れ,晴れのち曇り,59,12.4,0,16.6,6.3,0,4.5,西北西
晴れ,曇り,64,3.3,0,16.4,5.9,0,4.1,南西
曇りのち晴れ,晴れ,72,4.3,0,19.4,8.3,0,3.4,南西
曇り,曇り,76,3,4.5,18.6,10,0,2.2,西北西
雨,雨,94,0,12,13.6,7.6,0,2.6,東南東
晴れ,曇りのち雨,73,7.1,0,14.1,7,0,4,東南東
雨のち曇り,晴れのち曇り,78,1.1,2.5,10,5.4,0,2.8,東南東
晴れ,曇り,78,6.9,0,15.6,5.1,0,4.8,南西
雨のち曇り,晴れ,62,8.3,0,17.1,6.6,0,2.6,東東北
晴れ,晴れのち曇り,56,11.3,0,15.7,3.4,0,3.7,北西
曇りのち晴れ,晴れ,70,6.5,0,16.1,3.4,0,2.4,南南東
晴れ,曇り,68,7.8,0,16.9,4.6,0,1.6,南南東
晴れのち雨,雨,79,7.9,0.5,16,5.4,0,1.9,北
曇り,曇り,84,0,3,18.1,12.8,0,3.3,東南東
晴れ,晴れ,84,9.3,0,19.2,12.2,0,2.2,南南東
晴れ,晴れ,82,10.7,0,21.4,11.3,0,2,南南東
曇り,曇り,74,11.5,0,24.3,13,0,2.7,西南西
雨,曇り,87,0,0,17.5,13,0,2.1,南南東
晴れ,曇り,77,4.9,0,18.2,10.8,0,4.6,東南東
雨,曇り,94,0,4.5,15.2,10.1,0,3.5,東
曇り,晴れ,72,10,0,20.2,8.7,0,3.9,西
晴れ,晴れ,70,9.5,0,16.2,6,0,2.8,東南東
晴れ,晴れ,67,14.1,0,20.6,7.8,0,3.1,北西
晴れ,晴れ,66,13.9,0,22.3,8,0,2.2,西
曇り,曇り,71,6.2,3.5,21.7,9.8,0,2.6,南南東
曇り,曇り,73,9.4,0,22.3,14.9,0,3.2,南西
曇り,曇り,90,0,3,18.1,13.8,0,1.9,南南東
曇りのち晴れ,晴れのち曇り,79,7.5,0,22.4,12.7,0,3.7,西
曇り,晴れ,70,7.9,0,19.7,9.2,0,3.8,西北西
晴れ,晴れのち曇り,64,13.5,0,21.4,7.9,0,3.7,西
晴れ,晴れ,58,13.6,0,24.2,10.1,0,3.3,南西
曇りのち雨,雨のち曇り,79,1.9,36,22.9,14.8,0,2.5,南東
曇りのち晴れ,晴れのち雨,79,3,0,19.6,10.9,0,3.9,西北西
雨のち曇り,曇りのち晴れ,72,5.1,0,21.4,10.7,0,4.3,西
晴れ,晴れ,64,11,0,22.7,10.6,0,4.2,西
曇り,曇り,73,4,0,21.9,12.4,0,2.9,南西
曇り,曇りのち晴れ,90,0,26.5,18.3,15.1,0,1.8,北東
晴れ,曇りのち雨,79,12.7,0,23.2,12.9,0,3.1,南南東
雨,雨,90,0,21,19.3,14.5,0,6.3,東南東
曇り,晴れ,90,3,3,20.5,14.6,0,3.1,南南東
曇りのち晴れ,曇り,85,4.9,0,22.6,15.7,0,2.6,東
曇り,曇り,84,3.1,0,24.9,15.4,0,3.3,東南東
曇り,曇り,88,0,0,20.6,16.8,0,3.2,東
曇り,晴れ,85,10.8,0,24.6,16.2,0,1.8,南南東
曇り,晴れ,90,0.3,0,20.6,16.6,0,1.5,西
曇りのち晴れ,晴れ,84,3.2,0,22.6,17.1,0,1.9,西北西
晴れ,曇り,77,4.5,1.5,25.9,18.3,0,4.7,西南西
曇り,晴れ,64,10.3,0,24.3,14.9,0,4.6,北北西
晴れ,晴れ,63,14,0,24,13.5,0,4,北北西
晴れ,晴れのち曇り,68,14.3,0,24.2,11.3,0,2.6,西南西
晴れ,晴れ,59,11.6,0,27.4,13.4,0,2.2,南南東
晴れ,曇り,76,2.5,0,22.8,16.2,0,4.5,東
雨,雨,91,0,16.5,18.9,15.1,0,5.5,東
曇りのち晴れ,曇り,87,1.1,7,20.4,15,0,3.3,東南東
曇り,晴れ,83,6.2,0,23.6,16.8,0,1.6,南南東
曇りのち晴れ,晴れ,85,9.2,0,25.2,15.7,0,1.9,南南東
曇り,雨,84,7.4,9.5,26.1,16.6,0,1.9,南南東
